resultados/ganancia_ranger.1.tsv:20170313 000116	umbral_fijo	50.00	3000.00	0.03	1822222.00	31.26	1573333.00	2019167.00	1874167.00			
resultados/ganancia_ranger.1000.2.tsv:20170318 131435	umbral_estimado	1000.00	100.00	0.05	1818611.00	669.70	1563333.00	1965000.00	1927500.00	0.07	0.05	0.04
resultados/ganancia_ranger.800.2.tsv:20170317 163623	umbral_estimado	800.00	600.00	0.04	1813889.00	575.85	1550000.00	1940833.00	1950833.00	0.03	0.05	0.04
resultados/ganancia_ranger.200.tsv:20170314 141338	umbral_estimado	200.00	800.00	0.03	1811667.00	136.91	1563333.00	2058333.00	1813333.00	0.03	0.04	0.04
resultados/ganancia_ranger.800.4.tsv:20170318 021107	umbral_estimado	800.00	50.00	0.06	1810833.00	518.00	1491667.00	1993333.00	1947500.00	0.08	0.06	0.04
resultados/ganancia_ranger.0-50.tsv:20170312 233137	umbral_fijo	20.00	600.00	0.03	1809167.00	16.41	1685833.00	1794167.00	1947500.00			
resultados/ganancia_ranger.1.tsv:20170312 233137	umbral_fijo	20.00	600.00	0.03	1809167.00	16.41	1685833.00	1794167.00	1947500.00			
resultados/ganancia_ranger.0-50.tsv:20170313 002959	umbral_estimado	50.00	600.00	0.04	1807222.00	34.87	1625833.00	1915833.00	1880000.00	49.00	0.05	34.00
resultados/ganancia_ranger.1.tsv:20170313 002959	umbral_estimado	50.00	600.00	0.04	1807222.00	34.87	1625833.00	1915833.00	1880000.00	0.05	0.05	0.03
resultados/ganancia_ranger.100.tsv:20170313 230604	umbral_estimado	100.00	700.00	0.04	1806389.00	66.52	1624167.00	2040000.00	1755000.00	57.00	37.00	33.00
resultados/ganancia_ranger.0-50.tsv:20170312 231919	umbral_estimado	20.00	3000.00	0.03	1802500.00	16.51	1760000.00	1981667.00	1665833.00	37.00	28.00	33.00
resultados/ganancia_ranger.1.tsv:20170312 231919	umbral_estimado	20.00	3000.00	0.03	1802500.00	16.51	1760000.00	1981667.00	1665833.00	0.04	0.03	0.03
resultados/ganancia_ranger.800.2.tsv:20170317 174956	umbral_estimado	800.00	500.00	0.03	1795278.00	544.61	1564167.00	1947500.00	1874167.00	0.03	0.05	0.03
resultados/ganancia_ranger.500.3.tsv:20170316 160410	umbral_estimado	500.00	20.00	0.06	1795000.00	365.65	1583333.00	1900833.00	1900833.00	0.08	0.07	0.04
resultados/ganancia_ranger.1000.2.tsv:20170318 144125	umbral_estimado	1000.00	50.00	0.05	1791389.00	666.61	1476667.00	1922500.00	1975000.00	0.08	0.05	0.04
resultados/ganancia_ranger.200.tsv:20170314 163752	umbral_fijo	200.00	20.00	0.03	1789167.00	151.03	1612500.00	1841667.00	1913333.00			
resultados/ganancia_ranger.200.tsv:20170314 145120	umbral_estimado	200.00	600.00	0.04	1788889.00	138.57	1615000.00	1886667.00	1865000.00	0.03	0.05	0.03
resultados/ganancia_ranger.1000.2.tsv:20170318 161201	umbral_estimado	1000.00	20.00	0.07	1782778.00	710.48	1423333.00	1827500.00	2097500.00	0.09	0.05	0.06
resultados/ganancia_ranger.0-50.tsv:20170313 002450	umbral_estimado	50.00	700.00	0.04	1779167.00	36.14	1677500.00	1865833.00	1794167.00	49.00	47.00	35.00
resultados/ganancia_ranger.1.tsv:20170313 002450	umbral_estimado	50.00	700.00	0.04	1779167.00	36.14	1677500.00	1865833.00	1794167.00	0.05	0.05	0.04
resultados/ganancia_ranger.0-50.tsv:20170312 233428	umbral_fijo	20.00	500.00	0.03	1776111.00	17.18	1660833.00	1880833.00	1786667.00			
